"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","cv.height","cv.ldmc","cv.sla","cv.rmf","cv.crsl","cv.pf","cv.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
40.2166666666667,0.176669955455556,273.509263757778,0.455322240588889,4257.2435509,0.756125406372222,0.575191111111111,0.796768074072721,0.384380429321072,0.271180305662137,0.307651453222853,0.311473372037586,0.109627020060252,0.258885584040917,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,6
38.2666666666667,0.183738615116667,273.930591486111,0.427539695477778,4409.50513123889,0.766025862683333,0.574155555555556,0.86458286816108,0.34983324494551,0.272327925446575,0.311697093090497,0.342392961052582,0.114677684583539,0.26036216142528,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,6
36.2166666666667,0.176155235866667,255.773486119444,0.427198772866667,3950.83714257222,0.764983523405556,0.570441666666667,0.962491579713429,0.387935457112839,0.26943510871609,0.312250098480141,0.315411752006106,0.113754057789901,0.266281247246011,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6
39.2166666666667,0.183905992172222,254.786068858333,0.430758036366667,3866.35787679444,0.768908061405556,0.556247222222222,0.828574963565399,0.349341522076481,0.272438672831932,0.307108813265736,0.33666617269562,0.117656169494041,0.297439701422841,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,6
41.9833333333333,0.199436848311111,270.086784519444,0.459268205088889,3870.43246435,0.772938353572222,0.5594,0.7550009180164,0.36192902083413,0.263430457763943,0.312803826794712,0.33543827855289,0.122770287807654,0.289406046813005,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,6
36.3833333333333,0.191321223088889,254.268073477778,0.412562239855556,4078.3213691,0.767508149438889,0.572161111111111,0.953466690806007,0.342082949220028,0.274150053112531,0.347866176736951,0.300455313228347,0.11613385246275,0.263420386834827,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,6
39.6,0.197002221477778,253.492321527778,0.417490145616667,4120.98945943333,0.752937324016667,0.593525,0.815656956562436,0.353479574343546,0.276886286922592,0.333330146013555,0.299943700718961,0.109914630239888,0.245560643983927,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6
21.7333333333333,0.192637051072222,244.3524541,0.424898086205556,4392.31988357778,0.782078261761111,0.571230555555556,0.739028772811177,0.349688733326334,0.321216857696363,0.297730701317527,0.335174643986897,0.115234301172626,0.264408611831518,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6
29.8,0.183538495183333,275.956753351667,0.455211760205556,3657.43810446667,0.763881251511111,0.588005555555556,0.606240351372514,0.353141391729379,0.281758534130709,0.309679290446743,0.428876533689348,0.115022995611775,0.250040718176191,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6
25.9833333333333,0.175954205411111,272.967942828889,0.4499705869,4265.53979832222,0.770444827644444,0.572663333333333,0.539752674976638,0.388773248390283,0.272754570868794,0.301579989352171,0.310604817731123,0.111706104795778,0.262390580418089,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6
24.0333333333333,0.183022865072222,273.389270557222,0.422188041788889,4417.80137866111,0.780345283955556,0.571627777777778,0.585337470992386,0.354585238047218,0.273909481984652,0.301425532823683,0.34129968954194,0.113991212160832,0.263834508134212,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,6
21.9833333333333,0.175439485822222,255.232165190556,0.421847119177778,3959.13338999444,0.779302944677778,0.567913888888889,0.716893855019675,0.39230139667646,0.270546346709996,0.301951033236816,0.315067839137301,0.113357413467672,0.269636397628224,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,6
24.9833333333333,0.183190242127778,254.244747929444,0.425406382677778,3874.65412421667,0.783227482677778,0.553719444444444,0.554060502969692,0.35410101158945,0.273520456417864,0.297133046447158,0.336422005674015,0.11618452430769,0.300374946334265,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,6
27.75,0.198721098266667,269.545463590556,0.4539165514,3878.72871177222,0.787257774844444,0.556872222222222,0.552410217990972,0.366942327929137,0.264938068283549,0.307493976191229,0.335190188608614,0.120256171101681,0.292427952165396,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,6
22.15,0.190605473044444,253.726752548889,0.407210586166667,4086.61761652222,0.781827570711111,0.569633333333333,0.702872338136392,0.347076136106004,0.27521658901897,0.337073410820274,0.299904402721256,0.115040169345653,0.266829746580526,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,6
25.3666666666667,0.196286471433333,252.951000598889,0.412138491927778,4129.28570685555,0.767256745288889,0.590997222222222,0.546440467346196,0.358508731807064,0.277930309306153,0.322558054168334,0.299315784679055,0.112831174509768,0.249587877057635,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6
28.2,0.199562719488889,263.386035658333,0.433826482066667,3978.4833808,0.766371022955556,0.587997222222222,0.708974248251563,0.31140222244973,0.341728805633997,0.315608869074866,0.466760567211807,0.117462433882752,0.250054486347944,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6
24.3833333333333,0.191978429716667,260.397225135556,0.428585308761111,4586.58507465556,0.772934599088889,0.572655,0.655386560277789,0.354513476217449,0.332772469073591,0.304403563816395,0.328836547302689,0.11390461506748,0.262402888161632,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,6
22.4333333333333,0.199047089377778,260.818552863889,0.40080276365,4738.84665499444,0.7828350554,0.571619444444444,0.703543605709397,0.313438864874332,0.333934593087563,0.288538488655179,0.345170680143006,0.115657783981229,0.263846707885459,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6
20.3833333333333,0.191463710127778,242.661447497222,0.400461841038889,4280.17866632778,0.781792716122222,0.567905555555556,0.837896789734147,0.358419424326097,0.324447988665844,0.288922104359514,0.35521067532552,0.115086350906471,0.269648208132182,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,6
23.3833333333333,0.199214466433333,241.674030236111,0.404021104538889,4195.69940055,0.785717254122222,0.553711111111111,0.671372989008527,0.312763042563274,0.326770204837563,0.28568366151906,0.378334468779694,0.117674864378694,0.300385342023394,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,6
26.15,0.214745322572222,256.974745897222,0.432531273261111,4199.77398810556,0.789747546288889,0.556863888888889,0.662861940198559,0.308686670403584,0.324695735691748,0.312669296455735,0.377065554651201,0.121496588013226,0.292438642518482,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6
20.55,0.20662969735,241.156034855556,0.385825308027778,4407.66289285556,0.784317342155556,0.569625,0.823449115730136,0.296976916855821,0.328117438436832,0.320081267549823,0.333391902432828,0.116616656175919,0.266841737439681,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,6
23.7666666666667,0.212310695738889,240.380282905556,0.390753213788889,4450.33098318889,0.769746516733333,0.590988888888889,0.663220476077649,0.302424191369673,0.330301338993702,0.306420801824609,0.329632251271651,0.115160119458988,0.249601879185665,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,6
32.45,0.182879873827778,292.001524387222,0.458898982761111,3851.70329554444,0.754737588838889,0.58943,0.508687446686689,0.357766109726819,0.269147081742948,0.312924628148668,0.442927596778459,0.110457047237647,0.247757967826991,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6
30.5,0.189948533488889,292.422852115556,0.43111643765,4003.96487588333,0.76463804515,0.588394444444444,0.571612804792305,0.320041101943172,0.269737995618508,0.319696435613666,0.472543355441894,0.11571529367559,0.249403538841077,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6
28.45,0.182365154238889,274.265746748889,0.430775515038889,3545.29688721667,0.763595705872222,0.584680555555556,0.690788706908665,0.36153257437108,0.287364679436494,0.320265821251075,0.437593787442065,0.11477329611033,0.255910981278804,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,6
31.45,0.190115910544444,273.278329487778,0.434334778538889,3460.81762143889,0.767520243872222,0.570486111111111,0.534822463200831,0.319474049641223,0.291011634721855,0.314928959192991,0.453760616510857,0.11874013501983,0.288954884443543,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6
34.2166666666667,0.205646766683333,288.579045148889,0.462844947261111,3464.89220899444,0.771550536038889,0.573638888888889,0.491962595187765,0.327654704123863,0.265933238054224,0.317558299958727,0.45278351615838,0.123908662553436,0.280561108035734,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,6
28.6166666666667,0.197531141461111,272.760334107222,0.416138982027778,3672.78111374444,0.766120331905556,0.5864,0.679100629201622,0.309364995954154,0.293033373096414,0.356126304674033,0.428737098836357,0.11719610918891,0.252781453797285,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6
31.8333333333333,0.20321213985,271.984582157222,0.421066887788889,3715.44920407778,0.751549506483333,0.607763888888889,0.523296163783797,0.319501913099822,0.296199270600994,0.341604439231049,0.429576679389874,0.110664808935658,0.231338830562399,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,6
26.6833333333333,0.182364243716667,289.434041592778,0.425875264344444,4612.06656973889,0.771201621283333,0.573052222222222,0.503739661253293,0.359189915659244,0.263975943622123,0.308270072194913,0.333722604250967,0.112323176103445,0.261821701470627,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6
24.6333333333333,0.174780864466667,271.276936226111,0.425534341733333,4153.39858107222,0.770159282005556,0.569338333333333,0.634356425364396,0.396557283544677,0.278241198281615,0.308814916482025,0.328837003630722,0.111485232119727,0.267689870976868,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6
27.6333333333333,0.182531620772222,270.289518965,0.429093605233333,4068.91931529444,0.774083820005556,0.555143888888889,0.469529123531367,0.358712277343891,0.281838587040876,0.303770212570516,0.351705678438368,0.115077558016136,0.298667399463236,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,6
30.4,0.198062476911111,285.590234626111,0.457603773955556,4072.99390285,0.778114112172222,0.558296666666667,0.458320610710686,0.371740824763152,0.259153292680558,0.310910464941647,0.350428693533314,0.119911096157637,0.290670885554951,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6
24.8,0.189946851688889,269.771523584444,0.410897808722222,4280.8828076,0.772683908038889,0.571057777777778,0.620935011705498,0.351883197317135,0.283840142406247,0.34429512086302,0.309198892475409,0.113661688216531,0.264852538970704,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,6
28.0166666666667,0.195627850077778,268.995771634444,0.415825714483333,4323.55089793333,0.758113082616667,0.592421666666667,0.460471571316719,0.363330080315134,0.286983140278984,0.329759572948969,0.306638322896873,0.108759721969683,0.247264298613664,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,6
22.6833333333333,0.181849524127778,271.698263954444,0.397751796622222,4305.66016141111,0.780059738316667,0.568302777777778,0.681644740473982,0.362941406827154,0.279414793529251,0.291239853168497,0.361632445249166,0.113831396700541,0.269090703855083,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6
25.6833333333333,0.189600280433333,270.710846693333,0.401311060122222,4221.18089563333,0.783984276316667,0.554108333333333,0.518405380649562,0.321158012131754,0.283020266585042,0.288209303523231,0.384763220063292,0.116586783413936,0.299895067101893,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,6
28.45,0.205131136572222,286.011562354444,0.429821228844444,4225.25548318889,0.788014568483333,0.557261111111111,0.51659552124523,0.32985069796445,0.259986307008198,0.31670470393419,0.383497906934028,0.120583814989811,0.291934384837128,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6
22.85,0.19701551135,270.192851312778,0.383115263611111,4433.14438793889,0.78258436435,0.570022222222222,0.667745361832869,0.311334266132375,0.285025247473967,0.321678569515735,0.339450163995298,0.115468264753964,0.266275646638873,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6
26.0666666666667,0.202696509738889,269.417099362778,0.388043169372222,4475.81247827222,0.768013538927778,0.591386111111111,0.510616068524142,0.321641842070106,0.288172346890385,0.308227180604879,0.335473260685119,0.113488711238687,0.248939715901821,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,6
23.6333333333333,0.182016901183333,252.553741326667,0.400970137511111,3762.51290696667,0.782941937038889,0.550394444444444,0.649835901379306,0.362468698038481,0.277564129923239,0.288596617401436,0.346941103956975,0.116044504741126,0.304897113964032,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6
26.4,0.197547757322222,267.854456987778,0.429480306233333,3766.58749452222,0.786972229205556,0.553547222222222,0.643055320037164,0.375612937432188,0.270248409625445,0.317268336379753,0.345774311738372,0.120143958971705,0.297071834725902,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,6
20.8,0.1894321321,252.035745946111,0.382774341,3974.47639927222,0.781542025072222,0.566308333333333,0.800816371090839,0.355779622730732,0.279211603435313,0.321947172149611,0.31465374674701,0.114890494142217,0.272002300866561,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,6
24.0166666666667,0.195113130488889,251.259993996111,0.387702246761111,4017.14448960556,0.76697119965,0.587672222222222,0.641860042257156,0.367225396085389,0.281853081546229,0.308523479168502,0.314972573426083,0.112594856773299,0.25554681795953,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6
29.4,0.205298513627778,266.867039726667,0.433039569733333,3682.10822874444,0.790896767205556,0.539352777777778,0.480600329155983,0.329124674579584,0.273765054321685,0.312000432790007,0.364402441632057,0.122223485672029,0.325213181799219,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,6
23.8,0.197182888405556,251.048328685,0.3863336045,3889.99713349444,0.785466563072222,0.552113888888889,0.636128070747146,0.31067989615509,0.282008384907579,0.319886826792072,0.336185378338515,0.11750333732132,0.302464976036622,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,6
27.0166666666667,0.202863886794444,250.272576735,0.391261510261111,3932.66522382778,0.77089573765,0.573477777777778,0.477228554578793,0.32093337492039,0.284606703058566,0.306189461798108,0.336946791124773,0.116390556587311,0.288857719838755,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,6
26.5666666666667,0.212713744544444,266.349044346111,0.414843773222222,3894.07172105,0.789496855238889,0.555266666666667,0.630367036210643,0.309730298043648,0.275730695682503,0.353047367893986,0.334946737256965,0.121350764593718,0.294575755089552,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6
29.7833333333333,0.218394742933333,265.573292396111,0.419771678983333,3936.73981138333,0.774926029816667,0.576630555555556,0.470196638996253,0.311053471861318,0.278828069540985,0.33851817593662,0.335692197087902,0.121411361854772,0.280420508616792,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6
24.1833333333333,0.210279117711111,249.754581354444,0.37306571375,4144.62871613333,0.769495825683333,0.589391666666667,0.628249963905552,0.302913737928415,0.286187243163847,0.336118228945338,0.29837350766409,0.114904417229512,0.252372613458205,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6
57.2666666666667,0.172213547422222,237.657832947222,0.415646004477778,4502.47429001667,0.761525559766667,0.586358333333333,1.02084805103607,0.391202533933152,0.247503075947727,0.273536187517707,0.236079339337741,0.114212224134671,0.265317891270417,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6
55.6666666666667,0.188237771727778,225.087115253889,0.394260726338889,4823.51956635,0.764015331211111,0.58635,1.07731329234574,0.361683468232288,0.293357066924874,0.2507077410581,0.251077618018312,0.116793230959638,0.265331171451145,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6
63.7333333333333,0.179139215838889,256.691414505556,0.424574400338889,4088.63778723889,0.745818320961111,0.603125,0.860529496876479,0.361873468158766,0.294281381618215,0.296693087108224,0.38828528536052,0.110334060643743,0.248147823683889,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,6
59.9166666666667,0.171554926066667,253.702603982778,0.419333227033333,4696.73948109444,0.752381897094444,0.587782777777778,0.942503407680777,0.395375848401596,0.280541537627367,0.282420391025997,0.23186172856398,0.109140146949139,0.263115735039502,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6
57.9666666666667,0.178623585727778,254.123931711111,0.391550681922222,4849.00106143333,0.762282353405556,0.586747222222222,0.998351567689927,0.363143147732921,0.282383327241747,0.252337370729884,0.256455722203543,0.114947701227299,0.264703274983395,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,6
55.9166666666667,0.171040206477778,235.966826344444,0.391209759311111,4390.33307276667,0.761240014127778,0.583033333333333,1.06801942098286,0.398802501628504,0.249662039012731,0.25262469465265,0.260065178538244,0.113946217101109,0.270979394046103,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,6
58.9166666666667,0.178790962783333,234.979409083333,0.394769022811111,4305.85380698889,0.765164552127778,0.568838888888889,0.969908136877809,0.362715132001956,0.251508782964988,0.250530302626761,0.287664912463789,0.118135565405072,0.302914242613053,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,6
61.6833333333333,0.194321818922222,250.280124744444,0.423279191533333,4309.92839454444,0.769194844294444,0.571991666666667,0.900227378165188,0.380912234758784,0.266954147094822,0.293007612236555,0.286164551633973,0.123524504865544,0.294786351158726,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6
56.0833333333333,0.1862061937,234.461413702778,0.3765732263,4517.81729929444,0.763764640161111,0.584752777777778,1.06192148835368,0.358347679044867,0.252651279684456,0.282365287910144,0.234020287422989,0.116512732278347,0.267961238829358,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,6
59.3,0.191887192088889,233.685661752778,0.381501132061111,4560.48538962778,0.749193814738889,0.606116666666667,0.959099327291958,0.371729138999182,0.254585871743858,0.268609266045101,0.229889657492704,0.109192016670666,0.247104500692948,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,6
41.4333333333333,0.187522021683333,224.545794325,0.38890907265,4831.81581377222,0.778334752483333,0.583822222222222,1.38522716143009,0.366483714078883,0.29336002301169,0.226776179239142,0.24942627340114,0.116534649900664,0.269067937494414,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6
49.5,0.178423465794444,256.150093576667,0.41922274665,4096.93403466111,0.760137742233333,0.600597222222222,1.10302863802738,0.366428706086282,0.295424817611484,0.284904994384968,0.387528682778593,0.115150829237664,0.252365859719246,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6
45.6833333333333,0.170839176022222,253.161283053889,0.413981573344444,4705.03572851667,0.766701318366667,0.585255,1.20531499227267,0.399573117551228,0.281593840794323,0.268503179958523,0.230306172832531,0.112255237429621,0.266896571261799,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,6
43.7333333333333,0.177907835683333,253.582610782222,0.386199028233333,4857.29730885556,0.776601774677778,0.584219444444444,1.27830504563266,0.367676729307042,0.283449145474769,0.227735720017734,0.254793507852618,0.115186232751737,0.268452271607846,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,6
41.6833333333333,0.170324456433333,235.425505415556,0.385858105622222,4398.62932018889,0.7755594354,0.580505555555556,1.37243409108068,0.40297483598871,0.249993565472771,0.227949222166331,0.259014446995021,0.114487463623453,0.274614032153147,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,6
44.6833333333333,0.178075212738889,234.438088154444,0.389417369122222,4314.15005441111,0.7794839734,0.566311111111111,1.24083583303736,0.36725581540696,0.251800400066349,0.226740275575997,0.286742920953236,0.11755268932251,0.306136837790038,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,6
47.45,0.193606068877778,249.738803815556,0.417927537844444,4318.22464196667,0.783514265566667,0.569463888888889,1.1517509160531,0.38573082720014,0.26788827348734,0.280707537012866,0.285237102437494,0.12184795811767,0.298094467894718,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,6
41.85,0.185490443655556,233.920092773889,0.371221572611111,4526.11354671667,0.778084061433333,0.582225,1.36406936883552,0.363117567445615,0.252922548356275,0.256794780577104,0.23273722044789,0.116325502872013,0.271648789892656,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,6
45.0666666666667,0.191171442044444,233.144340823889,0.376149478372222,4568.78163705,0.763513236011111,0.603588888888889,1.22675551279776,0.376551804873466,0.254827512590694,0.242864312743448,0.22852987237599,0.113171221877796,0.251394072456599,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,6
47.9,0.1944476901,243.579375883333,0.397837468511111,4417.97931099444,0.762627513677778,0.600588888888889,1.16801004002266,0.330585097614639,0.347982484791599,0.267115076802841,0.403004901069854,0.117775729143644,0.252380454514585,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,6
44.0833333333333,0.186863400327778,240.590565360556,0.392596295205556,5026.08100485,0.769191089811111,0.585246666666667,1.27643317740066,0.371114874645251,0.333810738981819,0.243167622393727,0.231598849519332,0.114627621267972,0.266909739772148,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,6
42.1333333333333,0.193932059988889,241.011893088889,0.364813750094444,5178.34258518889,0.779091546122222,0.584211111111111,1.35350701530738,0.332431598568883,0.335724865704067,0.15182664006132,0.243898556466519,0.117003358785276,0.268465334788187,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,6
40.0833333333333,0.186348680738889,222.854787722222,0.364472827483333,4719.67459652222,0.778049206844444,0.580497222222222,1.45292822233523,0.37487533995426,0.294134555730943,0.151555372678274,0.277464685814753,0.116369482171917,0.274626715658382,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,6
43.0833333333333,0.194099437044444,221.867370461111,0.368032090983333,4635.19533074444,0.781973744844444,0.566302777777778,1.31394807926854,0.331817457053875,0.295135578435487,0.155944693892134,0.306037705406517,0.11918670205286,0.306148136179974,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,6
45.85,0.209630293183333,237.168086122222,0.396542259705556,4639.2699183,0.786004037011111,0.569455555555556,1.21977734859513,0.332241177874895,0.319462509778559,0.261146984983042,0.304527364409819,0.12322284167246,0.298106056032644,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6
40.25,0.201514667961111,221.349375080556,0.349836294472222,4847.15882305,0.780573832877778,0.582216666666667,1.44408791820738,0.318621527642815,0.295825600308083,0.172722109047667,0.246559265597604,0.118048980692828,0.27166164933176,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,6
43.4666666666667,0.20719566635,220.573623130556,0.354764200233333,4889.82691338333,0.766003007455555,0.603580555555556,1.29908000358535,0.325532232372621,0.297073430068626,0.158506318712618,0.239885565871253,0.115680318101992,0.251408895877951,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,6
52.15,0.177764844438889,272.194864612222,0.422909969205556,4291.19922573889,0.750994079561111,0.602021666666667,1.01502443622132,0.370861427737123,0.298919712219477,0.292794576851376,0.387558305200037,0.109878795555733,0.249937457962232,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,6
50.2,0.1848335041,272.616192340556,0.395127424094444,4443.46080607778,0.760894535872222,0.600986111111111,1.07747142307579,0.335601202728758,0.299921489550074,0.269126773500621,0.407245781180009,0.115900146086051,0.251689774237649,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,6
